report_date,region,egg_class,volume,pct_chg_last_week,package
04/15/2024,Southeast (SE),Misc,8.2,-5.5%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Misc,29.9,-2.9%,30-dozen cases in thousands
04/15/2024,South Central (SC),Misc,13.7,-9.7%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Misc,3.8,15.6%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
04/15/2024,Southeast (SE),Ungraded,44.3,-0.2%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Ungraded,164.5,-5.6%,30-dozen cases in thousands
04/15/2024,South Central (SC),Ungraded,15,-36.3%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Ungraded,12.6,54.2%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Ungraded,1.4,-30.9%,30-dozen cases in thousands
04/15/2024,6-Area,Ungraded,247.4,-5.3%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Small,3.1,4.5%,30-dozen cases in thousands
04/15/2024,South Central (SC),Small,0.3,-63.2%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Small,2.7,-21.9%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Small,0.2,87.0%,30-dozen cases in thousands
04/15/2024,6-Area,Small,13,-12.3%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Extra Large,16.6,17.5%,30-dozen cases in thousands
04/15/2024,South Central (SC),Extra Large,29.9,0.8%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Extra Large,28.9,-5.5%,30-dozen cases in thousands
04/15/2024,Southeast (SE),Extra Large,29.6,11.2%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Extra Large,21.7,-26.2%,30-dozen cases in thousands
04/15/2024,6-Area,Jumbo,48.5,-0.1%,30-dozen cases in thousands
04/15/2024,South Central (SC),Large,142.5,10.2%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Large,171.5,-7.9%,30-dozen cases in thousands
04/15/2024,Southeast (SE),Large,174.3,-1.9%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Large,81.9,5.6%,30-dozen cases in thousands
04/15/2024,6-Area,Extra Large,130.4,-2.8%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Extra Large,3.7,-4.2%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Medium,26.5,-1.1%,30-dozen cases in thousands
04/15/2024,Southeast (SE),Medium,15.6,14.1%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Medium,19,-4.5%,30-dozen cases in thousands
04/15/2024,6-Area,Large,700.2,2.1%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Large,54.1,3.6%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Large,75.9,20.9%,30-dozen cases in thousands
04/15/2024,Southeast (SE),Small,0.2,20.5%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Small,6.4,-10.7%,30-dozen cases in thousands
04/15/2024,6-Area,Medium,108.8,-7.8%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Medium,8,-8.4%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Medium,18.6,0.1%,30-dozen cases in thousands
04/15/2024,South Central (SC),Medium,21.1,-30.7%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Ungraded,9.5,7.7%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Small,3.4,-15.1%,30-dozen cases in thousands
04/08/2024,South Central (SC),Small,0.9,-22.8%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Small,3,74.0%,30-dozen cases in thousands
04/08/2024,6-Area,Ungraded,261.2,9.9%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Ungraded,2,32.2%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Ungraded,8.2,-9.3%,30-dozen cases in thousands
04/08/2024,South Central (SC),Ungraded,23.6,21.5%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Ungraded,174.3,8.2%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Specialty,8,-8.8%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Specialty,15.3,-6.3%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
04/08/2024,South Central (SC),Specialty,3.6,0.6%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Specialty,3.7,19.9%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Specialty,1.6,19.8%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Cage-Free,103.7,2.1%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Cage-Free,56.3,13.2%,30-dozen cases in thousands
04/08/2024,6-Area,Cage-Free,336.2,6.5%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Organic,1.9,-24.8%,30-dozen cases in thousands
04/08/2024,6-Area,Organic,89.7,-0.3%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Cage-Free,2.9,1.5%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Cage-Free,19.6,-8.8%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Cage-Free,119.6,8.1%,30-dozen cases in thousands
04/08/2024,South Central (SC),Cage-Free,34.1,16.2%,30-dozen cases in thousands
04/08/2024,6-Area,Specialty,32.2,-2.7%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Organic,17.3,-8.7%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Organic,11.3,21.7%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Organic,41,-1.0%,30-dozen cases in thousands
04/08/2024,South Central (SC),Organic,15.1,5.5%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Organic,3.2,-13.9%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Ungraded,44.4,15.6%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
04/08/2024,Southwest (SW),Misc,3.3,28.1%,30-dozen cases in thousands
04/08/2024,South Central (SC),Misc,15.2,-11.4%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Misc,30.8,6.9%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Misc,8.7,-2.9%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Misc,9.4,-7.9%,30-dozen cases in thousands
04/08/2024,6-Area,Misc,67.5,-0.5%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Jumbo,1.5,-28.3%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Jumbo,3.6,-0.4%,30-dozen cases in thousands
04/08/2024,South Central (SC),Jumbo,7.5,2.5%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Jumbo,16.3,-16.8%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Jumbo,8.1,20.2%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Jumbo,11.5,0.2%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Total,163.7,-4.1%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Total,279.4,10.5%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Total,467.9,16.5%,30-dozen cases in thousands
04/08/2024,South Central (SC),Total,236.6,20.0%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Total,113.9,2.4%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Total,68.4,-4.6%,30-dozen cases in thousands
04/08/2024,6-Area,Total,1330,10.3%,30-dozen cases in thousands
04/08/2024,N/A,Breaking Stock,303.2,-0.8%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Extra Large,3.9,-14.4%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Medium,26.8,33.8%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Medium,13.7,-12.8%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Medium,19.9,1.3%,30-dozen cases in thousands
04/08/2024,6-Area,Large,685.8,14.0%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Large,52.2,-6.6%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Large,62.8,4.8%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Small,0.2,-24.0%,30-dozen cases in thousands
04/08/2024,6-Area,Extra Large,134.2,11.9%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Large,77.6,-2.9%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Large,177.7,12.0%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Large,186.2,30.9%,30-dozen cases in thousands
04/08/2024,South Central (SC),Large,129.3,22.7%,30-dozen cases in thousands
04/08/2024,6-Area,Jumbo,48.5,-4.6%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Extra Large,29.4,-10.8%,30-dozen cases in thousands
04/08/2024,Southeast (SE),Extra Large,26.6,10.5%,30-dozen cases in thousands
04/08/2024,Midwest (MW),Extra Large,30.6,8.1%,30-dozen cases in thousands
04/08/2024,South Central (SC),Extra Large,29.7,57.8%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Extra Large,14.1,24.4%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Small,7.2,-14.9%,30-dozen cases in thousands
04/08/2024,6-Area,Medium,118,5.8%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Medium,8.7,18.0%,30-dozen cases in thousands
04/08/2024,Southwest (SW),Medium,18.6,-10.9%,30-dozen cases in thousands
04/08/2024,South Central (SC),Medium,30.4,8.4%,30-dozen cases in thousands
04/08/2024,Northeast (NE),Ungraded,8.8,5.7%,30-dozen cases in thousands
04/08/2024,6-Area,Small,14.8,-6.9%,30-dozen cases in thousands
04/08/2024,Northwest (NW),Small,0.1,-72.5%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Small,8.5,-3.4%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Small,0.3,10.3%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Large,59.9,1.2%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Large,55.9,32.7%,30-dozen cases in thousands
04/01/2024,6-Area,Large,601.9,-0.1%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Medium,19.6,21.5%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Medium,15.7,3.8%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Medium,20,-4.0%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Extra Large,4.6,-0.8%,30-dozen cases in thousands
04/01/2024,6-Area,Extra Large,119.9,-5.7%,30-dozen cases in thousands
04/01/2024,6-Area,Medium,111.5,13.1%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Medium,7.4,48.5%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Medium,20.9,-1.0%,30-dozen cases in thousands
04/01/2024,South Central (SC),Medium,28,36.4%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Ungraded,8.3,3.4%,30-dozen cases in thousands
04/01/2024,6-Area,Small,15.9,-5.2%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Small,0.2,-87.6%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Small,4,-9.8%,30-dozen cases in thousands
04/01/2024,South Central (SC),Small,1.2,99.5%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Small,1.7,113.9%,30-dozen cases in thousands
04/01/2024,6-Area,Ungraded,237.7,-4.5%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Ungraded,1.5,17.4%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Ungraded,9,-3.9%,30-dozen cases in thousands
04/01/2024,South Central (SC),Ungraded,19.4,-1.2%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Ungraded,161.1,-6.8%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Ungraded,38.4,2.0%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
04/01/2024,Southwest (SW),Misc,2.6,-38.7%,30-dozen cases in thousands
04/01/2024,South Central (SC),Misc,17.2,-12.9%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Misc,28.8,3.5%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Misc,9,1.3%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Misc,10.2,-4.6%,30-dozen cases in thousands
04/01/2024,6-Area,Misc,67.8,-5.1%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Jumbo,2.1,-12.0%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Jumbo,3.6,19.1%,30-dozen cases in thousands
04/01/2024,South Central (SC),Jumbo,7.3,-26.1%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Jumbo,19.6,4.7%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Jumbo,6.7,-15.1%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Jumbo,11.5,16.0%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Large,79.9,1.6%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Large,158.6,-3.9%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Large,142.2,1.9%,30-dozen cases in thousands
04/01/2024,South Central (SC),Large,105.4,-10.9%,30-dozen cases in thousands
04/01/2024,6-Area,Jumbo,50.8,-2.0%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Extra Large,32.9,-0.6%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Extra Large,24.1,0.3%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Extra Large,28.3,52.2%,30-dozen cases in thousands
04/01/2024,South Central (SC),Extra Large,18.8,-43.1%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Extra Large,11.3,-18.4%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Total,170.8,3.5%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Total,252.8,-2.3%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Total,401.7,0.6%,30-dozen cases in thousands
04/01/2024,South Central (SC),Total,197.2,-11.0%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Total,111.3,-3.4%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Total,71.7,25.4%,30-dozen cases in thousands
04/01/2024,6-Area,Total,1205.5,-1.0%,30-dozen cases in thousands
04/01/2024,N/A,Breaking Stock,305.7,3.7%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Organic,3.7,31.1%,30-dozen cases in thousands
04/01/2024,South Central (SC),Organic,14.3,8.0%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Organic,41.4,-4.2%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Organic,9.3,-11.6%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Organic,18.9,2.5%,30-dozen cases in thousands
04/01/2024,6-Area,Specialty,33.1,3.1%,30-dozen cases in thousands
04/01/2024,South Central (SC),Cage-Free,29.3,2.1%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Cage-Free,110.6,1.0%,30-dozen cases in thousands
04/01/2024,Southeast (SE),Cage-Free,21.5,3.0%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Cage-Free,2.9,14.4%,30-dozen cases in thousands
04/01/2024,6-Area,Organic,90,-0.9%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Organic,2.5,-3.7%,30-dozen cases in thousands
04/01/2024,6-Area,Cage-Free,315.6,7.5%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Cage-Free,49.7,84.1%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Cage-Free,101.6,-3.2%,30-dozen cases in thousands
04/01/2024,Northwest (NW),Specialty,1.3,-9.8%,30-dozen cases in thousands
04/01/2024,Southwest (SW),Specialty,3.1,-26.1%,30-dozen cases in thousands
04/01/2024,South Central (SC),Specialty,3.6,34.1%,30-dozen cases in thousands
04/01/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
04/01/2024,Southeast (SE),Specialty,16.3,9.3%,30-dozen cases in thousands
04/01/2024,Northeast (NE),Specialty,8.8,-0.8%,30-dozen cases in thousands
05/27/2024,Southwest (SW),Extra Large,17.4,12.4%,30-dozen cases in thousands
05/27/2024,South Central (SC),Extra Large,19.5,-14.3%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Extra Large,24.2,-25.6%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Extra Large,28.9,12.4%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Extra Large,20.7,-10.0%,30-dozen cases in thousands
05/27/2024,6-Area,Jumbo,43.3,-12.8%,30-dozen cases in thousands
05/27/2024,South Central (SC),Large,127.4,18.5%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Large,136.7,-25.0%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Large,165.2,-5.2%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Large,66,5.6%,30-dozen cases in thousands
05/27/2024,6-Area,Extra Large,114.5,-7.1%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Extra Large,3.8,-1.3%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Medium,32.6,-11.8%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Medium,20.1,20.2%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Medium,16.4,0.3%,30-dozen cases in thousands
05/27/2024,6-Area,Large,601.3,-3.9%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Large,35.2,3.7%,30-dozen cases in thousands
05/27/2024,Southwest (SW),Large,70.8,8.3%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Small,0.7,-3.4%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Small,7.3,-15.4%,30-dozen cases in thousands
05/27/2024,6-Area,Medium,117,3.9%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Medium,5,24.9%,30-dozen cases in thousands
05/27/2024,Southwest (SW),Medium,18.1,-0.8%,30-dozen cases in thousands
05/27/2024,South Central (SC),Medium,24.8,22.6%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Ungraded,5.7,17.3%,30-dozen cases in thousands
05/27/2024,6-Area,Small,10.6,-4.9%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Small,0.2,,30-dozen cases in thousands
05/27/2024,Southwest (SW),Small,0.4,23.3%,30-dozen cases in thousands
05/27/2024,South Central (SC),Small,0.8,60.6%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Small,1.3,10.3%,30-dozen cases in thousands
05/27/2024,6-Area,Ungraded,223.5,6.1%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Ungraded,2,0.0%,30-dozen cases in thousands
05/27/2024,Southwest (SW),Ungraded,11.3,25.6%,30-dozen cases in thousands
05/27/2024,South Central (SC),Ungraded,28.8,12.2%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Ungraded,130.5,8.8%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Ungraded,45.1,-7.8%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
05/27/2024,Southwest (SW),Misc,4.6,56.9%,30-dozen cases in thousands
05/27/2024,South Central (SC),Misc,16.6,5.4%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Misc,26.6,-10.1%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Misc,11,22.4%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Misc,11.1,-0.8%,30-dozen cases in thousands
05/27/2024,6-Area,Misc,69.9,1.8%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Jumbo,1.7,2.9%,30-dozen cases in thousands
05/27/2024,Southwest (SW),Jumbo,4.1,-10.0%,30-dozen cases in thousands
05/27/2024,South Central (SC),Jumbo,9,7.3%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Jumbo,13.8,-22.6%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Jumbo,6.6,-9.0%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Jumbo,8,-19.1%,30-dozen cases in thousands
05/27/2024,Southwest (SW),Organic,6,7.6%,30-dozen cases in thousands
05/27/2024,South Central (SC),Organic,11.9,22.4%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Organic,15.6,-14.0%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Organic,9.6,-5.9%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Organic,15.1,5.5%,30-dozen cases in thousands
05/27/2024,6-Area,Specialty,46.6,-4.1%,30-dozen cases in thousands
05/27/2024,South Central (SC),Cage-Free,39.3,14.0%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Cage-Free,99.7,-7.9%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Cage-Free,22.8,-1.1%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Cage-Free,4,-5.8%,30-dozen cases in thousands
05/27/2024,6-Area,Organic,60.6,1.6%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Organic,2.4,49.8%,30-dozen cases in thousands
05/27/2024,6-Area,Cage-Free,309.2,2.4%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Cage-Free,36.2,0.4%,30-dozen cases in thousands
05/27/2024,Southwest (SW),Cage-Free,107.2,11.8%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Specialty,1.4,-0.8%,30-dozen cases in thousands
05/27/2024,Southwest (SW),Specialty,10.3,-14.4%,30-dozen cases in thousands
05/27/2024,South Central (SC),Specialty,6.9,11.2%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
05/27/2024,Southeast (SE),Specialty,17.5,-8.6%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Specialty,10.5,7.3%,30-dozen cases in thousands
05/27/2024,Northeast (NE),Total,135.3,-0.9%,30-dozen cases in thousands
05/27/2024,N/A,Breaking Stock,323.8,-7.2%,30-dozen cases in thousands
05/27/2024,6-Area,Total,1180.2,-1.8%,30-dozen cases in thousands
05/27/2024,Northwest (NW),Total,47.9,5.4%,30-dozen cases in thousands
05/27/2024,Southwest (SW),Total,126.6,9.2%,30-dozen cases in thousands
05/27/2024,South Central (SC),Total,227,13.1%,30-dozen cases in thousands
05/27/2024,Midwest (MW),Total,365.8,-13.0%,30-dozen cases in thousands
05/27/2024,Southeast (SE),Total,277.6,-1.8%,30-dozen cases in thousands
05/20/2024,Northeast (NE),Small,8.6,3.2%,30-dozen cases in thousands
05/20/2024,Southeast (SE),Small,0.7,-8.6%,30-dozen cases in thousands
